state,statehouse_district_number,full_name,first,middle,surname,suffix,party_code,notes,district_name,county_name,county,count,predicted_gender,gender_prob,party,pred.whi,pred.bla,pred.his,pred.asi,pred.oth,avg_white,avg_black,avg_his,avg_asi,avg_other,predicted_race,race_binary
NV,19,Toby Yurek,Toby,NA,Yurek,NA,100,NA,State House District 19,Clark,003,16965,male,0.91,1,0.9196818602895084,0.0020323303300563756,0.012587477835460647,0,0.06569833154497463,0.9196818602895084,0.0020323303300563756,0.012587477835460647,0,0.06569833154497463,White,White
NV,20,David Orentlicher,David,NA,Orentlicher,NA,200,NA,State House District 20,Clark,003,3489607,male,1,2,0.34429025291212495,0.19942095190607217,0.22073442855595957,0.08816777334405572,0.14738659328178752,0.34429025291212495,0.19942095190607217,0.22073442855595957,0.08816777334405572,0.14738659328178752,White,White
NV,21,Elaine Marzola,Elaine,NA,Marzola,NA,200,NA,State House District 21,Clark,003,248452,female,1,2,0.6468001863637002,0.014078479214611592,0.29437508814426017,0,0.044746246277428056,0.6468001863637002,0.014078479214611592,0.29437508814426017,0,0.044746246277428056,White,White
NV,22,Melissa Hardy,Melissa,NA,Hardy,NA,100,NA,State House District 22,Clark,003,645010,female,1,1,0.3475959507900196,0.2721951591588873,0.189769297249528,0.018053127960863145,0.17238646484070194,0.3475959507900196,0.2721951591588873,0.189769297249528,0.018053127960863145,0.17238646484070194,White,White
NV,23,Danielle Gallant,Danielle,NA,Gallant,NA,100,NA,State House District 23,Clark,003,372354,female,1,1,0.580296893547421,0.06529125234582574,0.10417723267756955,0.02884284449898538,0.22139177693019838,0.580296893547421,0.06529125234582574,0.10417723267756955,0.02884284449898538,0.22139177693019838,White,White
NV,24,Sarah Peters,Sarah,NA,Peters,NA,200,NA,State House District 24,Washoe,031,1283097,female,0.99,2,0.7040122921215736,0.01646271123369918,0.052151890194788546,0.033178452110153404,0.1941946543397853,0.7040122921215736,0.01646271123369918,0.052151890194788546,0.033178452110153404,0.1941946543397853,White,White
NV,25,Selena La Rue Hatch,Selena,La Rue,Hatch,NA,200,NA,State House District 25,Washoe,031,39788,female,0.99,2,0.8044385475779332,0.03362401645154938,0.005329368197651898,1.0377342195618887e-4,0.15650429435090943,0.8044385475779332,0.03362401645154938,0.005329368197651898,1.0377342195618887e-4,0.15650429435090943,White,White
NV,26,Rich DeLong,Rich,NA,DeLong,NA,100,NA,State House District 26,Washoe,031,114319,male,0.99,1,0.37875524304283953,0.001403812862158345,0.08756932492395438,0.15067714306108485,0.38159447610996294,0.37875524304283953,0.001403812862158345,0.08756932492395438,0.15067714306108485,0.38159447610996294,Other,Non-White
NV,27,Angie Taylor,Angie,NA,Taylor,NA,200,NA,State House District 27,Washoe,031,252525,female,0.99,2,0.3635299138911454,0.085636046610698,0.3530245406191166,0.02881721380446462,0.16899228507457542,0.3635299138911454,0.085636046610698,0.3530245406191166,0.02881721380446462,0.16899228507457542,White,White
NV,28,Reuben D'Silva,Reuben,NA,D'Silva,NA,200,NA,State House District 28,Clark,003,24254,male,0.99,2,0.006238307625488329,0.0016275560507450623,0.032501382739907554,0.8845863592312884,0.07504639435257066,0.006238307625488329,0.0016275560507450623,0.032501382739907554,0.8845863592312884,0.07504639435257066,Asian,Non-White
NV,29,Lesley E Cohen,Lesley,E,Cohen,NA,200,NA,State House District 29,Clark,003,29807,female,0.88,2,0.8917677899607847,0.032624471138446166,0.05414346982149241,0.0013192340673749607,0.02014503501190178,0.8917677899607847,0.032624471138446166,0.05414346982149241,0.0013192340673749607,0.02014503501190178,White,White
NV,30,Natha Anderson,Natha,NA,Anderson,NA,200,NA,State House District 30,Washoe,031,1879,female,0.76,2,0.4022652742328932,0.2979913898147805,0.13959161243858262,0,0.16015172351374365,0.4022652742328932,0.2979913898147805,0.13959161243858262,0,0.16015172351374365,White,White
NV,31,Jill Dickman,Jill,NA,Dickman,NA,100,NA,State House District 31,Washoe,031,183633,female,1,1,0.9478644819433707,1.164738849607913e-4,0.007525968854028768,0.0043122155605245256,0.04018085975711508,0.9478644819433707,1.164738849607913e-4,0.007525968854028768,0.0043122155605245256,0.04018085975711508,White,White
NV,32,Alexis Hansen,Alexis,NA,Hansen,NA,100,NA,State House District 32,Humboldt,013,187474,male,0.85,1,0.3981951936908899,9.04188465110759e-4,0.33810512934755355,0.0020702380544091216,0.2607252504420367,0.3981951936908899,9.04188465110759e-4,0.33810512934755355,0.0020702380544091216,0.2607252504420367,White,White
NV,33,Bert Gurr,Bert,NA,Gurr,NA,100,NA,State House District 33,Elko,007,76503,male,0.99,1,0.7428148838083555,5.093197021678689e-4,0.015112319121267018,0.006063378379144246,0.23550009898906546,0.7428148838083555,5.093197021678689e-4,0.015112319121267018,0.006063378379144246,0.23550009898906546,White,White
NV,34,Shannon Bilbray-Aexlrod,Shannon,NA,Bilbray-Aexlrod,NA,200,NA,State House District 34,Clark,003,52052,female,0.9,2,0.3893776732976207,0.373556124385274,0.0457682144819779,0.04493232472804835,0.14636566310707896,0.3893776732976207,0.373556124385274,0.0457682144819779,0.04493232472804835,0.14636566310707896,White,White
NV,35,Michelle Gorelow,Michelle,NA,Gorelow,NA,200,NA,State House District 35,Clark,003,904069,female,1,2,0.19908969255740583,0.25805964799388764,0.2711400471406297,0.13156301823153066,0.14014759407654614,0.19908969255740583,0.25805964799388764,0.2711400471406297,0.13156301823153066,0.14014759407654614,Hispanic,Non-White
NV,36,Gregory Hafen,Gregory,NA,Hafen,NA,100,NA,State House District 36,Clark,003,204650,male,1,1,0.7313776641458397,0.008086115206945485,0.09465168512635312,0.004676771848015334,0.16120776367284637,0.7313776641458397,0.008086115206945485,0.09465168512635312,0.004676771848015334,0.16120776367284637,White,White
NV,37,Shea Backus,Shea,NA,Backus,NA,200,NA,State House District 37,Clark,003,2926,female,0.53,2,0.6975242805261018,0.08841765917719914,0.02334914396286493,0.025003785149421406,0.16570513118441269,0.6975242805261018,0.08841765917719914,0.02334914396286493,0.025003785149421406,0.16570513118441269,White,White
NV,38,Gregory Koenig,Gregory,NA,Koenig,NA,100,NA,State House District 38,Churchill,001,204650,male,1,1,0.8382686953158305,9.243701338653821e-4,0.011926422935290351,0.0018890062595163274,0.14699150535549751,0.8382686953158305,9.243701338653821e-4,0.011926422935290351,0.0018890062595163274,0.14699150535549751,White,White
NV,39,Ken Gray,Ken,NA,Gray,NA,100,NA,State House District 39,Douglas,005,337251,male,0.99,1,0.5505473954279314,0.009931167621273164,0.019147518237874635,0.04446417037200073,0.37590974834092,0.5505473954279314,0.009931167621273164,0.019147518237874635,0.04446417037200073,0.37590974834092,White,White
NV,40,Philip O'Neill,Philip,NA,O'Neill,NA,100,NA,State House District 40,Storey,029,259670,male,1,1,0.9013105959749483,1.7357366385785256e-4,0.012358964837792523,0.006521774187445295,0.07963509133595607,0.9013105959749483,1.7357366385785256e-4,0.012358964837792523,0.006521774187445295,0.07963509133595607,White,White
NV,41,Sandra Jauregui,Sandra,NA,Jauregui,NA,200,NA,State House District 41,Clark,003,1411970,female,0.99,2,0.0036731016029382,1.5792537900811393e-4,0.9935621922389127,6.800229623799838e-4,0.0019267578167609899,0.0036731016029382,1.5792537900811393e-4,0.9935621922389127,6.800229623799838e-4,0.0019267578167609899,Hispanic,Non-White
NV,42,Tracy Brown-May,Tracy,NA,Brown-May,NA,200,NA,State House District 42,Clark,003,71343,female,0.94,2,0.2730107979500855,0.5915804244307804,0.01847786020508907,0.014385239456758368,0.10254567795728663,0.2730107979500855,0.5915804244307804,0.01847786020508907,0.014385239456758368,0.10254567795728663,Black,Non-White
MI,1,Tyrone Carter,Tyrone,NA,Carter,NA,200,NA,State House District 1,Wayne,163,33670,male,1,2,0.0032536589711416515,0.974933708099957,6.309150295167549e-4,2.6550864822888406e-4,0.020916209251155567,0.0032536589711416515,0.974933708099957,6.309150295167549e-4,2.6550864822888406e-4,0.020916209251155567,Black,Non-White
MI,2,Tullio Liberati Jr.,Tullio,NA,Liberati,Jr.,200,NA,State House District 2,Wayne,163,5994,male,0.99,2,0.8766679464152058,0,0.12333205358479411,0,0,0.8766679464152058,0,0.12333205358479411,0,0,White,White
MI,3,Alabas Farhat,Alabas,NA,Farhat,NA,200,NA,State House District 3,Wayne,163,68,male,0.88,2,9.370607801215777e-4,0.001156583732882171,3.2078934466665446e-4,0.8590080348500371,0.13857753129229247,9.370607801215777e-4,0.001156583732882171,3.2078934466665446e-4,0.8590080348500371,0.13857753129229247,Asian,Non-White
MI,4,Karen Whitsett,Karen,NA,Whitsett,NA,200,NA,State House District 4,Wayne,163,967037,female,0.99,2,0.21339244883863914,0.7107301896763011,0.010396293765528553,0.002090586603352446,0.06339048111617876,0.21339244883863914,0.7107301896763011,0.010396293765528553,0.002090586603352446,0.06339048111617876,Black,Non-White
MI,5,Natalie Price,Natalie,NA,Price,NA,200,NA,State House District 5,Oakland,125,282584,female,1,2,0.5235365594918039,0.27288670608292787,0.048034628308225295,0.015573278414092513,0.1399688277029506,0.5235365594918039,0.27288670608292787,0.048034628308225295,0.015573278414092513,0.1399688277029506,White,White
MI,6,Regina Weiss,Regina,NA,Weiss,NA,200,NA,State House District 6,Oakland,125,206407,female,0.99,2,0.8925451706869661,0.01616851748128049,0.014305815806401386,0.020091960366474017,0.056888535658877956,0.8925451706869661,0.01616851748128049,0.014305815806401386,0.020091960366474017,0.056888535658877956,White,White
MI,7,Helena Scott,Helena,NA,Scott,NA,200,NA,State House District 7,Wayne,163,209954,female,0.99,2,0.09618055317862725,0.7786657132429533,0.02337745584381888,0.0070738050355267645,0.09470247269907368,0.09618055317862725,0.7786657132429533,0.02337745584381888,0.0070738050355267645,0.09470247269907368,Black,Non-White
MI,8,Mike McFall,Mike,NA,McFall,NA,200,NA,State House District 8,Wayne,163,1145946,male,1,2,0.41387446294001523,0.3460031761088217,0.03443892832600095,0.04540574381800827,0.16027768880715376,0.41387446294001523,0.3460031761088217,0.03443892832600095,0.04540574381800827,0.16027768880715376,White,White
MI,9,Abraham Aiyash,Abraham,NA,Aiyash,NA,200,NA,State House District 9,Wayne,163,135569,male,0.99,2,0.04596470424863301,0.6756548691768647,0.11432894271587271,0.053672867894980776,0.1103786159636488,0.04596470424863301,0.6756548691768647,0.11432894271587271,0.053672867894980776,0.1103786159636488,Black,Non-White
MI,10,Joseph Tate,Joseph,NA,Tate,NA,200,NA,State House District 10,Wayne,163,790654,male,0.99,2,0.1987372953374149,0.7135949605474065,0.00796630011121369,0.004245736759149431,0.07545570724481554,0.1987372953374149,0.7135949605474065,0.00796630011121369,0.004245736759149431,0.07545570724481554,Black,Non-White
MI,11,Veronica Paiz,Veronica,NA,Paiz,NA,200,NA,State House District 11,Macomb,099,485708,female,1,2,0.016638237969739206,0.008840637844444553,0.9269013721843312,0.0065849188347257915,0.04103483316675924,0.016638237969739206,0.008840637844444553,0.9269013721843312,0.0065849188347257915,0.04103483316675924,Hispanic,Non-White
MI,12,Kimberly Edwards,Kimberly,NA,Edwards,NA,200,NA,State House District 12,Macomb,099,311636,female,1,2,0.4998409381841603,0.4126074911525855,0.004449021976679138,0.005373113595551846,0.07772943509102317,0.4998409381841603,0.4126074911525855,0.004449021976679138,0.005373113595551846,0.07772943509102317,White,White
MI,13,Lori Stone,Lori,NA,Stone,NA,200,"ended term November 13, 2023",State House District 13,Macomb,099,212294,female,0.99,2,0.9112786119730032,0.030881152322958124,0.001441248970984113,0.0025797828194316077,0.05381920391362296,0.9112786119730032,0.030881152322958124,0.001441248970984113,0.0025797828194316077,0.05381920391362296,White,White
MI,14,Donavan McKinney,Donavan,NA,McKinney,NA,200,NA,State House District 14,Macomb,099,3314,male,0.99,2,0.23122083891529316,0.6202003429413052,0.0028448928861474197,0.003125589497507733,0.14260833575974644,0.23122083891529316,0.6202003429413052,0.0028448928861474197,0.003125589497507733,0.14260833575974644,Black,Non-White
MI,15,Erin Byrnes,Erin,NA,Byrnes,NA,200,NA,State House District 15,Wayne,163,216130,female,0.99,2,0.9112132576161951,0.011264801684797557,0.005084212712231947,0.006047164634054371,0.06639056335272106,0.9112132576161951,0.011264801684797557,0.005084212712231947,0.006047164634054371,0.06639056335272106,White,White
MI,16,Stephanie A. Young,Stephanie,A.,Young,NA,200,NA,State House District 16,Wayne,163,685051,female,1,2,0.4792976335530917,0.46265342733241616,0.010226587067762463,0.00519128447183098,0.04263106757489872,0.4792976335530917,0.46265342733241616,0.010226587067762463,0.00519128447183098,0.04263106757489872,White,White
MI,17,Laurie Pohutsky,Laurie,NA,Pohutsky,NA,200,NA,State House District 17,Wayne,163,143476,female,0.99,2,0.5762727359073075,0.3160005985414461,0.012563927412036236,0.012642660592650323,0.08252007754655986,0.5762727359073075,0.3160005985414461,0.012563927412036236,0.012642660592650323,0.08252007754655986,White,White
MI,18,Jason Hoskins,Jason,NA,Hoskins,NA,200,NA,State House District 18,Oakland,125,786241,male,1,2,0.6852725728475337,0.18621845578103174,0.01045595836812337,0.01929610477944905,0.09875690822386207,0.6852725728475337,0.18621845578103174,0.01045595836812337,0.01929610477944905,0.09875690822386207,White,White
MI,19,Samantha Steckloff,Samantha,NA,Steckloff,NA,200,NA,State House District 19,Oakland,125,416919,female,0.99,2,0.4881853436567248,0.226138900744871,0.04759197738835888,0.09213445806150333,0.14594932014854206,0.4881853436567248,0.226138900744871,0.04759197738835888,0.09213445806150333,0.14594932014854206,White,White
MI,20,Noah Arbit,Noah,NA,Arbit,NA,200,NA,State House District 20,Oakland,125,77852,male,0.97,2,0.9776492222652259,0.014145374747859337,0.008205402986914741,0,0,0.9776492222652259,0.014145374747859337,0.008205402986914741,0,0,White,White
MI,21,Kelly Breen,Kelly,NA,Breen,NA,200,NA,State House District 21,Oakland,125,194757,female,0.91,2,0.9018146949090525,0.03063553507685173,0.008401337402880417,0.020752106176351447,0.03839632643486388,0.9018146949090525,0.03063553507685173,0.008401337402880417,0.020752106176351447,0.03839632643486388,White,White
MI,22,Matt Koleszar,Matt,NA,Koleszar,NA,200,NA,State House District 22,Wayne,163,484010,male,1,2,1,0,0,0,0,1,0,0,0,0,White,White
MI,23,Jason Morgan,Jason,NA,Morgan,NA,200,NA,State House District 23,Washtenaw,161,786241,male,1,2,0.6758125714108467,0.11786297556773202,0.015878065525277905,0.023222224998138308,0.16722416249800506,0.6758125714108467,0.11786297556773202,0.015878065525277905,0.023222224998138308,0.16722416249800506,White,White
MI,24,Ranjeev Puri,Ranjeev,NA,Puri,NA,200,NA,State House District 24,Wayne,163,159,male,0.99,2,1.0738111268528206e-5,2.9404389178833906e-5,1.835006195432571e-5,0.9921135667722316,0.007827940665366696,1.0738111268528206e-5,2.9404389178833906e-5,1.835006195432571e-5,0.9921135667722316,0.007827940665366696,Asian,Non-White
MI,25,Kevin Coleman,Kevin,NA,Coleman,NA,200,"ended term November 14, 2023",State House District 25,Wayne,163,1257153,male,1,2,0.1145783972685457,0.8171404786081626,0.01073411319750239,0.004358637198321111,0.05318837372746815,0.1145783972685457,0.8171404786081626,0.01073411319750239,0.004358637198321111,0.05318837372746815,Black,Non-White
MI,26,Dylan Wegela,Dylan,NA,Wegela,NA,200,NA,State House District 26,Wayne,163,188158,male,0.99,2,0.5014669594077635,0.26950863656315543,0.03155932193492443,0.03686950237153305,0.16059557972262364,0.5014669594077635,0.26950863656315543,0.03155932193492443,0.03686950237153305,0.16059557972262364,White,White
MI,27,Jaime Churches,Jaime,NA,Churches,NA,200,NA,State House District 27,Wayne,163,202646,male,0.96,2,0.4171631399146182,0.024060230130829793,0.2277875946678597,0.007945960939041825,0.3230430743476505,0.4171631399146182,0.024060230130829793,0.2277875946678597,0.007945960939041825,0.3230430743476505,White,White
MI,28,Jamie Thompson,Jamie,NA,Thompson,NA,100,NA,State House District 28,Monroe,115,107043,male,0.66,1,0.8151918122562669,0.047187372213476166,0.006304287658953002,0.001085042190132023,0.1302314856811718,0.8151918122562669,0.047187372213476166,0.006304287658953002,0.001085042190132023,0.1302314856811718,White,White
MI,29,James DeSana,James,NA,DeSana,NA,100,NA,State House District 29,Wayne,163,1458986,male,1,1,0.2705039718812901,0.6646967515766435,0.004440631933173564,0.009463357176473466,0.05089528743241933,0.2705039718812901,0.6646967515766435,0.004440631933173564,0.009463357176473466,0.05089528743241933,Black,Non-White
MI,30,William Bruck,William,NA,Bruck,NA,100,NA,State House District 30,Monroe,115,915825,male,1,1,0.9744751190695352,0.0027645953858161576,0.004844529216761477,1.474763427767856e-4,0.017768279985110373,0.9744751190695352,0.0027645953858161576,0.004844529216761477,1.474763427767856e-4,0.017768279985110373,White,White
MI,31,Reggie Miller,Reggie,NA,Miller,NA,200,NA,State House District 31,Monroe,115,8303,male,0.93,2,0.6735190360479988,0.1407647239030572,0.010862147320745233,0.0015366705610701022,0.17331742216712867,0.6735190360479988,0.1407647239030572,0.010862147320745233,0.0015366705610701022,0.17331742216712867,White,White
MI,32,Jimmie Wilson Jr.,Jimmie,NA,Wilson,Jr.,200,NA,State House District 32,Washtenaw,161,4049,male,0.92,2,0.3192985614445626,0.5791247896540846,0.0016907836582354314,0.0034312929685585995,0.09645457227455877,0.3192985614445626,0.5791247896540846,0.0016907836582354314,0.0034312929685585995,0.09645457227455877,Black,Non-White
MI,33,Felicia Brabec,Felicia,NA,Brabec,NA,200,NA,State House District 33,Washtenaw,161,90959,female,0.99,2,0.7940257024943501,0.024074036908680475,0.039653153671132424,0.010123472507549813,0.1321236344182871,0.7940257024943501,0.024074036908680475,0.039653153671132424,0.010123472507549813,0.1321236344182871,White,White
MI,34,Dale Zorn,Dale,NA,Zorn,NA,100,NA,State House District 34,Lenawee,091,30591,male,0.93,1,0.9682587433203583,0.002528687517441389,0.00136601040650648,3.818183820987786e-4,0.027464740373595,0.9682587433203583,0.002528687517441389,0.00136601040650648,3.818183820987786e-4,0.027464740373595,White,White
MI,35,Andrew Fink,Andrew,NA,Fink,NA,100,NA,State House District 35,Hillsdale,059,907988,male,1,1,0.9430777759622403,6.732405176455e-5,0.0043965772239954294,0.0012068101144527858,0.05125151264754693,0.9430777759622403,6.732405176455e-5,0.0043965772239954294,0.0012068101144527858,0.05125151264754693,White,White
MI,36,Steve Carra,Steve,NA,Carra,NA,100,NA,State House District 36,St. Joseph,149,864950,male,1,1,0.6744156450189707,0.0016372313889234118,0.22138170689127548,0.0060280628476554205,0.09653735385317502,0.6744156450189707,0.0016372313889234118,0.22138170689127548,0.0060280628476554205,0.09653735385317502,White,White
MI,37,Brad Paquette,Brad,NA,Paquette,NA,100,NA,State House District 37,Berrien,021,195732,male,1,1,0.9254511802944848,0.0035849204864299876,0.0021805838676148995,0.0011734209093409505,0.06760989444212948,0.9254511802944848,0.0035849204864299876,0.0021805838676148995,0.0011734209093409505,0.06760989444212948,White,White
MI,38,Joey Andrews,Joey,NA,Andrews,NA,200,NA,State House District 38,Berrien,021,59100,male,0.8,2,0.5997589906569548,0.24122737808473052,0.01844541801620265,0.010872220542222625,0.12969599269988943,0.5997589906569548,0.24122737808473052,0.01844541801620265,0.010872220542222625,0.12969599269988943,White,White
MI,39,Pauline Wendzel,Pauline,NA,Wendzel,NA,100,NA,State House District 39,Van Buren,159,236053,female,0.99,1,1,0,0,0,0,1,0,0,0,0,White,White
MI,40,Christine Morse,Christine,NA,Morse,NA,200,NA,State House District 40,Kalamazoo,077,668012,female,1,2,0.8156293186041244,0.037935206301209515,0.01058541145231415,0.012665588383622374,0.12318447525872965,0.8156293186041244,0.037935206301209515,0.01058541145231415,0.012665588383622374,0.12318447525872965,White,White
MI,41,Julie Rogers,Julie,NA,Rogers,NA,200,NA,State House District 41,Kalamazoo,077,754260,female,0.99,2,0.8281112590706301,0.042759433996085304,0.010408859800819056,0.009141340118699534,0.109579107013766,0.8281112590706301,0.042759433996085304,0.010408859800819056,0.009141340118699534,0.109579107013766,White,White
MI,42,Matt Hall,Matt,NA,Hall,NA,100,NA,State House District 42,Kalamazoo,077,484010,male,1,1,0.6701273180631365,0.0667105738277803,0.00503907799641567,0.0076373173862290065,0.2504857127264386,0.6701273180631365,0.0667105738277803,0.00503907799641567,0.0076373173862290065,0.2504857127264386,White,White
MI,43,Rachelle Smit,Rachelle,NA,Smit,NA,100,NA,State House District 43,Allegan,005,42027,female,0.99,1,0.7898455323760732,0.006927792009686228,0.020847721962948887,0.006574590268220223,0.17580436338307148,0.7898455323760732,0.006927792009686228,0.020847721962948887,0.006574590268220223,0.17580436338307148,White,White
MI,44,Jim Haadsma,Jim,NA,Haadsma,NA,200,NA,State House District 44,Calhoun,025,607340,male,1,2,0.4396075920819259,0.26470332876654745,0.023681245769719996,0.09658514138764172,0.17542269199416488,0.4396075920819259,0.26470332876654745,0.023681245769719996,0.09658514138764172,0.17542269199416488,White,White
MI,45,Sarah Lightner,Sarah,NA,Lightner,NA,100,NA,State House District 45,Calhoun,025,1283097,female,0.99,1,0.7347276932119404,0.11886500989335645,0.008808643477552919,0.0057862791020701085,0.1318123743150801,0.7347276932119404,0.11886500989335645,0.008808643477552919,0.0057862791020701085,0.1318123743150801,White,White
MI,46,Kathy Schmaltz,Kathy,NA,Schmaltz,NA,100,NA,State House District 46,Jackson,075,369756,female,1,1,0.9742930828879643,8.928200688393885e-4,0.0020316719950810593,0.002028876337595942,0.020753548710519397,0.9742930828879643,8.928200688393885e-4,0.0020316719950810593,0.002028876337595942,0.020753548710519397,White,White
MI,47,Carrie Rheingans,Carrie,NA,Rheingans,NA,200,NA,State House District 47,Washtenaw,161,120191,female,1,2,0.9723833013317116,0.006932718866854795,0.0037406921870059397,0.003657944268964617,0.013285343345463161,0.9723833013317116,0.006932718866854795,0.0037406921870059397,0.003657944268964617,0.013285343345463161,White,White
MI,48,Jennifer Conlin,Jennifer,NA,Conlin,NA,200,NA,State House District 48,Washtenaw,161,1101898,female,1,2,0.9004468952807119,0.0018531817781105029,0.021186136848070674,0.028806198347178083,0.04770758774592896,0.9004468952807119,0.0018531817781105029,0.021186136848070674,0.028806198347178083,0.04770758774592896,White,White
